road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-LON-0080,Chelsea Street,Arterial Road,London,United Kingdom,Chelsea,9.2,4,70,6316,1,0,1,1,0,1,0,0.0,GBP,1,11.33,Fair,Solar LED,Semi-Actuated,Private,51.567953,-0.070762,51.590643,-0.079618,10713,1475,1992,2023-06-05,2024-04-20,2020-07-11,0,1,0,6,63.4,181.9
RD-LON-0081,M423,Toll Road,London,United Kingdom,Chelsea,29.2,6,100,12776,0,0,1,1,0,1,1,15.0,GBP,0,0.0,Excellent,Sodium Vapor,Fixed Timer,Private,51.475904,-0.135338,51.459694,-0.143206,17813,2553,1980,2023-03-02,2024-12-01,2023-04-20,1,1,1,0,73.4,390.9
RD-LON-0082,Chelsea Lane,Ring Road,London,United Kingdom,Chelsea,56.0,4,120,7903,0,0,0,0,0,0,1,8.0,GBP,0,0.0,Good,Solar LED,None,Federal,51.530425,-0.121794,51.532391,-0.133752,8032,879,1980,2023-08-27,2025-03-30,2022-04-22,1,0,1,0,57.8,482.0
RD-LON-0083,North Circular Road,Highway/Expressway,London,United Kingdom,City of London,44.7,6,140,12184,1,0,1,0,1,0,1,12.0,GBP,0,0.0,Poor,LED,Actuated,Federal,51.487846,-0.164497,51.473973,-0.145876,11321,1353,2002,2022-02-13,2024-11-01,2020-09-25,1,1,1,1,61.0,474.3
RD-LON-0084,M507,Boulevard,London,United Kingdom,Hackney,3.4,6,60,9141,1,0,1,1,1,0,0,0.0,GBP,1,15.2,Excellent,LED,Semi-Actuated,National,51.554761,-0.133965,51.575868,-0.160897,11038,1064,1993,2023-08-25,2024-07-07,2020-10-11,0,0,1,0,58.6,311.3
RD-LON-0085,South Circular Road,Arterial Road,London,United Kingdom,Greenwich,14.5,4,60,6466,1,0,1,1,0,1,0,0.0,GBP,0,0.0,Fair,Halogen,Adaptive SCOOT,Municipal,51.473201,-0.057077,51.459553,-0.081398,5529,790,1987,2023-06-05,2024-04-14,2023-05-07,0,0,1,0,66.5,93.5
RD-LON-0086,Hackney High Road,Highway/Expressway,London,United Kingdom,Hackney,17.9,8,120,15896,0,0,0,0,1,1,0,0.0,GBP,0,0.0,Fair,None,None,State/Provincial,51.441134,-0.069695,51.418611,-0.091757,17366,2103,1998,2023-12-04,2025-01-22,2022-01-05,1,1,1,5,66.7,415.5
RD-LON-0087,South Circular Road,Toll Road,London,United Kingdom,Islington,17.9,8,120,16787,0,0,0,0,1,0,1,25.0,GBP,0,0.0,Excellent,LED,Actuated,Private,51.484068,-0.193788,51.457572,-0.180448,11579,1195,2017,2021-12-11,2024-11-20,2022-02-07,1,0,1,0,81.6,326.8
RD-LON-0088,City of London High Road,Local Street,London,United Kingdom,City of London,0.4,2,50,1272,0,0,1,0,1,1,0,0.0,GBP,0,0.0,Excellent,Sodium Vapor,Fixed Timer,Federal,51.476292,-0.094698,51.468632,-0.12179,1472,139,2002,2021-10-13,2024-10-13,2022-09-14,0,1,1,8,84.3,20.8
RD-LON-0089,South Circular Road,Boulevard,London,United Kingdom,Lambeth,2.6,8,50,12021,1,0,1,0,0,0,0,0.0,GBP,1,13.65,Good,Solar LED,Fixed Timer,Municipal,51.583277,-0.199304,51.605738,-0.182171,15574,2063,2012,2022-10-08,2024-11-16,2024-01-18,0,1,0,7,55.9,76.1
RD-LON-0090,Hackney High Road,Collector Road,London,United Kingdom,Hackney,4.9,2,40,2310,0,1,1,0,0,1,0,0.0,GBP,0,0.0,Fair,LED,Actuated,National,51.489315,-0.173482,51.514902,-0.169351,2937,260,2004,2022-12-12,2024-10-15,2020-05-27,1,1,0,1,77.5,1.9
RD-LON-0091,A521,Toll Road,London,United Kingdom,Southwark,23.9,4,100,8238,0,0,1,0,1,1,1,1.5,GBP,0,0.0,Excellent,Sodium Vapor,Actuated,Private,51.503591,-0.134869,51.517622,-0.158397,10005,1378,2001,2023-04-21,2024-09-22,2022-03-24,1,0,1,0,72.8,137.7
RD-LON-0092,North Circular Road,Arterial Road,London,United Kingdom,Hackney,6.3,6,70,9579,1,0,1,1,0,1,0,0.0,GBP,0,0.0,Excellent,Sodium Vapor,Semi-Actuated,Federal,51.507324,-0.197768,51.504037,-0.191318,7986,871,2011,2023-07-19,2025-03-19,2022-02-01,0,1,0,2,83.7,485.8
RD-LON-0093,A755,Local Street,London,United Kingdom,Camden,2.8,1,30,574,0,0,1,0,1,1,0,0.0,GBP,0,0.0,Good,None,Adaptive SCOOT,Municipal,51.506371,-0.112475,51.492098,-0.13111,785,110,2001,2022-06-30,2025-01-22,2023-05-06,1,1,0,0,76.7,7.7
RD-LON-0094,Southwark Street,Toll Road,London,United Kingdom,Southwark,22.9,6,120,12539,0,0,1,0,0,0,1,10.0,GBP,0,0.0,Good,Halogen,Adaptive SCOOT,Municipal,51.565967,-0.070782,51.579255,-0.088065,12280,1748,2007,2022-09-08,2024-09-23,2023-07-28,1,0,1,0,61.5,394.3
RD-LON-0095,M593,Collector Road,London,United Kingdom,Southwark,2.8,4,40,4994,0,1,1,1,0,1,0,0.0,GBP,0,0.0,Good,Halogen,Semi-Actuated,National,51.468621,-0.15818,51.489675,-0.134001,5884,561,2010,2021-11-23,2024-09-05,2022-03-03,0,0,0,0,60.4,26.8
RD-LON-0096,South Circular Road,Arterial Road,London,United Kingdom,Islington,14.7,4,80,6376,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Excellent,Halogen,Semi-Actuated,Federal,51.580813,-0.124249,51.607512,-0.145959,4035,450,2007,2022-04-18,2024-06-07,2021-11-13,0,1,1,7,73.3,6.8
RD-LON-0097,North Circular Road,Toll Road,London,United Kingdom,Westminster,32.4,6,120,12671,0,0,1,0,0,1,1,15.0,GBP,0,0.0,Poor,Halogen,Adaptive SCOOT,National,51.521927,-0.108754,51.503151,-0.137915,11134,1264,2017,2023-08-01,2025-01-14,2023-01-25,1,0,1,0,70.2,359.4
RD-LON-0098,South Circular Road,Toll Road,London,United Kingdom,Southwark,22.6,6,80,12575,0,0,1,1,1,1,1,1.5,GBP,0,0.0,Fair,None,Actuated,National,51.559043,-0.18385,51.569125,-0.212982,17168,2009,1955,2022-10-06,2024-05-18,2022-12-30,1,1,1,3,71.1,335.5
RD-LON-0099,Camden Lane,Ring Road,London,United Kingdom,Camden,36.5,4,120,7984,0,0,1,0,1,1,0,0.0,GBP,0,0.0,Fair,Halogen,Fixed Timer,Private,51.485736,-0.167061,51.501382,-0.154581,11515,1118,2009,2022-10-24,2024-09-27,2022-02-18,1,0,1,0,63.5,441.9
RD-LON-0100,South Circular Road,Collector Road,London,United Kingdom,City of London,5.6,2,50,2431,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Fair,None,Fixed Timer,Municipal,51.506676,-0.080454,51.531887,-0.06991,3341,391,1986,2022-07-25,2024-04-21,2023-02-17,0,0,0,0,79.2,33.6
RD-LON-0101,Camden Street,Toll Road,London,United Kingdom,Camden,21.9,6,100,12771,0,0,1,1,0,1,1,8.0,GBP,0,0.0,Good,Halogen,Fixed Timer,State/Provincial,51.452035,-0.102611,51.480719,-0.12233,22122,3180,2020,2022-08-26,2024-10-05,2020-03-28,1,0,1,0,78.0,22.8
RD-LON-0102,South Circular Road,Highway/Expressway,London,United Kingdom,Chelsea,22.9,8,100,16170,0,0,1,1,0,0,0,0.0,GBP,0,0.0,Good,Solar LED,Adaptive SCOOT,Municipal,51.475525,-0.17575,51.48114,-0.163888,10208,1387,2001,2022-12-18,2025-01-13,2023-11-07,1,0,1,0,60.7,499.2
RD-LON-0103,South Circular Road,Local Street,London,United Kingdom,City of London,0.5,1,30,715,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Excellent,Sodium Vapor,Actuated,State/Provincial,51.557886,-0.14952,51.568027,-0.158432,1810,253,1973,2023-02-03,2024-12-08,2023-06-16,0,1,0,6,71.2,43.4
RD-LON-0104,Southwark Lane,Local Street,London,United Kingdom,Southwark,2.3,2,40,1277,0,0,1,0,1,1,0,0.0,GBP,0,0.0,Fair,Solar LED,Fixed Timer,Federal,51.563737,-0.056325,51.562007,-0.028986,1723,239,1982,2022-08-14,2024-06-03,2022-02-11,0,0,0,0,80.3,42.9
RD-LON-0105,Lambeth Street,Toll Road,London,United Kingdom,Lambeth,54.1,6,120,12442,0,0,1,1,0,1,1,15.0,GBP,0,0.0,Good,LED,Adaptive SCOOT,Municipal,51.453601,-0.09743,51.463866,-0.090587,11198,949,1983,2022-02-15,2025-01-07,2020-07-12,1,1,1,1,62.1,80.1
RD-LON-0106,Kensington Street,Local Street,London,United Kingdom,Kensington,2.5,2,30,1473,0,1,1,0,1,1,0,0.0,GBP,0,0.0,Under Repair,Halogen,Adaptive SCOOT,National,51.506989,-0.144435,51.487664,-0.140303,1392,129,1966,2023-07-17,2024-10-29,2023-05-02,0,1,0,6,57.5,11.5
RD-LON-0107,Westminster Lane,Toll Road,London,United Kingdom,Westminster,21.3,6,80,12505,0,0,1,1,0,1,1,10.0,GBP,0,0.0,Fair,Solar LED,Adaptive SCOOT,National,51.578788,-0.106001,51.557091,-0.086741,24799,2289,1981,2022-09-10,2024-07-30,2021-01-28,1,1,1,4,74.8,156.1
RD-LON-0108,A343,Local Street,London,United Kingdom,Camden,2.2,2,50,1293,0,0,0,0,1,1,0,0.0,GBP,0,0.0,Good,Sodium Vapor,Fixed Timer,Private,51.52641,-0.131585,51.537192,-0.119585,2515,251,1966,2022-05-25,2024-08-03,2021-06-16,0,0,0,0,84.7,41.2
RD-LON-0109,Islington Street,Ring Road,London,United Kingdom,Islington,79.9,6,80,12111,0,0,1,1,0,1,1,12.0,GBP,0,0.0,Fair,Halogen,Actuated,Municipal,51.504194,-0.061622,51.512476,-0.061908,8967,794,2003,2023-09-23,2024-09-09,2021-08-11,1,0,1,0,56.3,112.1
RD-LON-0110,Islington High Road,Arterial Road,London,United Kingdom,Islington,13.2,6,80,9480,1,0,1,0,1,0,0,0.0,GBP,0,0.0,Excellent,Solar LED,Actuated,Private,51.459464,-0.054168,51.485781,-0.043546,7412,632,1962,2023-04-11,2024-11-22,2020-06-12,1,1,1,5,75.7,169.9
RD-LON-0111,A197,Local Street,London,United Kingdom,Camden,0.5,2,50,1462,0,1,1,0,0,1,0,0.0,GBP,0,0.0,Good,Halogen,Fixed Timer,Federal,51.470485,-0.067761,51.467226,-0.068347,2251,304,1986,2021-11-25,2024-12-02,2021-11-24,0,0,0,0,58.0,14.4
RD-LON-0112,South Circular Road,Arterial Road,London,United Kingdom,Hackney,12.5,4,60,6317,1,0,1,1,1,0,0,0.0,GBP,0,0.0,Excellent,LED,Actuated,Private,51.427698,-0.199187,51.406484,-0.205311,6501,637,2012,2023-03-09,2024-04-23,2021-01-12,0,0,0,0,60.1,341.3
RD-LON-0113,South Circular Road,Toll Road,London,United Kingdom,Lambeth,24.8,6,80,12539,0,0,1,0,0,1,1,8.0,GBP,0,0.0,Fair,Solar LED,Semi-Actuated,State/Provincial,51.523822,-0.159351,51.513637,-0.158321,16164,2128,1975,2023-06-21,2024-07-31,2022-05-22,1,1,1,1,67.9,182.8
RD-LON-0114,Greenwich Lane,Ring Road,London,United Kingdom,Greenwich,20.7,4,80,8011,0,0,1,1,0,0,1,8.0,GBP,0,0.0,Excellent,Sodium Vapor,Actuated,National,51.530075,-0.104198,51.548467,-0.114345,8401,992,1985,2022-03-24,2024-07-22,2023-10-05,1,0,1,0,84.5,113.7
RD-LON-0115,North Circular Road,Toll Road,London,United Kingdom,Kensington,22.5,6,120,12770,0,0,1,1,1,1,1,3.0,GBP,0,0.0,Good,Sodium Vapor,Semi-Actuated,Municipal,51.535022,-0.153472,51.510344,-0.161447,11611,1414,1966,2022-12-23,2024-06-22,2023-01-13,1,1,1,0,61.3,85.2
RD-LON-0116,North Circular Road,Collector Road,London,United Kingdom,City of London,3.8,4,60,4821,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Fair,Halogen,Semi-Actuated,Federal,51.583579,-0.135679,51.580772,-0.130104,6259,561,1989,2021-11-27,2025-01-30,2023-04-14,0,0,0,0,84.6,349.9
RD-LON-0117,Kensington Lane,Collector Road,London,United Kingdom,Kensington,2.7,2,40,2359,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Fair,Solar LED,Fixed Timer,Private,51.475857,-0.051802,51.446968,-0.074226,3783,345,1983,2024-01-17,2024-10-11,2023-11-18,0,0,0,0,55.5,7.7
RD-LON-0118,Kensington Lane,Boulevard,London,United Kingdom,Kensington,4.0,4,60,6121,0,0,1,0,0,0,0,0.0,GBP,0,0.0,Fair,None,None,Private,51.47782,-0.103862,51.50698,-0.100997,5294,544,2018,2021-11-13,2024-04-11,2020-03-21,0,0,0,0,69.7,363.7
RD-LON-0119,Camden Street,Highway/Expressway,London,United Kingdom,Camden,17.9,8,130,16176,0,0,1,1,1,0,1,5.0,GBP,0,0.0,Excellent,None,Adaptive SCOOT,State/Provincial,51.463631,-0.153933,51.476376,-0.173923,9720,1177,1985,2022-03-31,2025-03-27,2022-06-29,1,1,1,3,79.7,110.4
RD-LON-0120,M459,Toll Road,London,United Kingdom,Greenwich,37.9,6,120,12559,0,0,1,0,0,1,1,20.0,GBP,0,0.0,Good,Halogen,None,Municipal,51.445494,-0.097277,51.457057,-0.123959,11896,1718,1999,2022-12-01,2025-01-17,2020-06-16,1,1,1,6,84.0,469.1
RD-LON-0121,South Circular Road,Highway/Expressway,London,United Kingdom,Camden,21.3,4,120,8115,1,0,1,1,1,0,1,3.0,GBP,0,0.0,Good,LED,Adaptive SCOOT,Private,51.493448,-0.179727,51.471151,-0.202645,16341,1480,1996,2021-11-28,2025-02-14,2020-12-30,1,1,1,4,80.4,269.7
RD-LON-0122,South Circular Road,Ring Road,London,United Kingdom,Southwark,65.8,4,100,8096,0,0,1,1,0,1,0,0.0,GBP,0,0.0,Poor,Halogen,Actuated,State/Provincial,51.556336,-0.096103,51.559055,-0.105553,9267,809,1953,2021-12-08,2024-09-23,2022-05-28,1,1,1,4,83.6,181.5
RD-LON-0123,A314,Arterial Road,London,United Kingdom,Westminster,8.4,6,80,9671,0,0,1,0,0,0,0,0.0,GBP,0,0.0,Excellent,Halogen,Fixed Timer,Federal,51.555664,-0.161323,51.558065,-0.147467,8868,1009,1958,2023-08-24,2024-11-19,2023-06-17,0,0,0,0,81.4,278.7
RD-LON-0124,South Circular Road,Highway/Expressway,London,United Kingdom,Lambeth,24.6,4,140,7913,1,0,1,1,0,1,1,12.0,GBP,0,0.0,Excellent,None,Semi-Actuated,State/Provincial,51.534814,-0.15498,51.514291,-0.182107,19788,2310,1960,2022-11-07,2024-06-13,2023-07-05,1,0,1,0,67.0,499.5
RD-LON-0125,Islington Lane,Boulevard,London,United Kingdom,Islington,6.7,4,50,5880,1,0,1,1,0,0,0,0.0,GBP,1,6.09,Good,None,None,Private,51.497476,-0.163128,51.4867,-0.18455,7000,664,2005,2023-05-07,2024-07-23,2023-02-27,0,0,0,0,73.6,377.4
RD-LON-0126,South Circular Road,Boulevard,London,United Kingdom,Southwark,3.7,8,40,11898,0,1,1,1,0,1,0,0.0,GBP,0,0.0,Under Repair,Halogen,Fixed Timer,Private,51.496066,-0.163829,51.467818,-0.164741,17183,2012,1952,2021-10-21,2024-12-03,2023-03-25,0,1,0,5,59.4,73.7
RD-LON-0127,Southwark High Road,Arterial Road,London,United Kingdom,Southwark,14.8,4,50,6463,1,0,1,1,0,0,0,0.0,GBP,0,0.0,Excellent,Solar LED,Fixed Timer,State/Provincial,51.441405,-0.149231,51.430752,-0.158688,6677,662,2000,2023-07-20,2025-01-11,2022-12-11,0,0,1,0,73.0,342.1
RD-LON-0128,M953,Boulevard,London,United Kingdom,City of London,2.0,4,60,6080,0,0,0,1,0,1,0,0.0,GBP,0,0.0,Fair,None,None,Private,51.573617,-0.186861,51.598082,-0.175177,7564,797,1983,2022-06-15,2025-03-02,2021-02-18,1,1,0,2,77.3,199.6
RD-LON-0129,A713,Ring Road,London,United Kingdom,City of London,75.0,6,80,12076,0,0,1,0,1,0,0,0.0,GBP,0,0.0,Good,Sodium Vapor,Fixed Timer,Federal,51.57801,-0.174031,51.59866,-0.164545,13010,1138,1975,2023-07-30,2024-04-12,2021-02-04,1,0,1,0,62.2,91.0
RD-LON-0130,M272,Ring Road,London,United Kingdom,Hackney,71.5,6,120,11896,0,0,1,0,0,1,0,0.0,GBP,0,0.0,Fair,None,Actuated,Private,51.512135,-0.164059,51.502646,-0.1833,14465,1935,1994,2023-12-08,2024-07-24,2021-09-13,1,0,1,0,65.6,385.6
RD-LON-0131,Islington Lane,Arterial Road,London,United Kingdom,Islington,4.1,4,70,6295,0,0,1,0,0,0,0,0.0,GBP,0,0.0,Excellent,Halogen,Actuated,Federal,51.473608,-0.144755,51.482337,-0.161144,14621,1810,1962,2023-10-04,2024-08-29,2020-08-19,1,1,0,7,65.2,215.1
RD-LON-0132,North Circular Road,Collector Road,London,United Kingdom,Islington,4.0,4,40,4709,0,1,1,1,0,1,0,0.0,GBP,0,0.0,Poor,None,Semi-Actuated,Private,51.500224,-0.105031,51.496871,-0.127271,9002,1262,1976,2023-04-20,2025-01-17,2021-11-17,0,0,0,0,68.8,142.4
RD-LON-0133,A382,Toll Road,London,United Kingdom,Camden,44.5,8,100,16682,0,0,1,0,0,1,1,5.0,GBP,0,0.0,Fair,Sodium Vapor,Actuated,Private,51.573468,-0.204488,51.550264,-0.179284,14301,1245,1989,2023-05-07,2024-11-09,2020-03-28,1,1,1,7,77.8,267.8
RD-LON-0134,Southwark Street,Highway/Expressway,London,United Kingdom,Southwark,30.5,10,120,19855,1,0,0,0,0,1,1,1.0,GBP,0,0.0,Good,None,Adaptive SCOOT,Federal,51.487308,-0.179044,51.486161,-0.149208,22674,2042,1974,2021-12-21,2025-03-15,2021-08-16,1,0,1,0,70.5,388.7
RD-LON-0135,Kensington High Road,Ring Road,London,United Kingdom,Kensington,39.9,4,120,7979,0,0,1,1,0,1,1,12.0,GBP,0,0.0,Fair,LED,Actuated,Municipal,51.484542,-0.12652,51.506776,-0.10658,20184,2021,1972,2022-06-08,2024-12-31,2021-01-28,1,1,1,5,69.0,241.2
RD-NEW-0136,FDR Drive,Collector Road,New York,United States,Bronx,3.7,4,40,4793,0,1,1,0,1,1,0,0.0,USD,0,0.0,Poor,None,Semi-Actuated,Private,40.754225,-73.96079,40.746678,-73.988417,3045,283,1994,2024-01-09,2024-08-14,2022-03-14,0,1,1,4,67.0,35.5
RD-NEW-0137,Broadway,Highway/Expressway,New York,United States,Harlem,19.5,4,100,7959,1,0,1,1,0,1,1,3.0,USD,0,0.0,Fair,LED,Adaptive SCOOT,Private,40.674857,-74.045001,40.651114,-74.070489,5786,789,2010,2023-07-28,2024-10-06,2023-06-16,1,1,1,6,67.5,497.5
RD-NEW-0138,Cross Bronx Expressway,Arterial Road,New York,United States,Midtown,6.8,4,70,6316,1,0,1,0,0,1,0,0.0,USD,0,0.0,Good,LED,Actuated,Private,40.6809,-74.004271,40.696561,-74.031982,3419,435,1951,2021-12-07,2025-01-06,2020-08-01,0,1,0,7,79.1,30.6
RD-NEW-0139,West Side Highway,Highway/Expressway,New York,United States,Chelsea,27.7,8,140,15916,1,0,1,1,0,1,0,0.0,USD,0,0.0,Poor,Sodium Vapor,Semi-Actuated,State/Provincial,40.64328,-73.980577,40.668872,-73.971672,26058,2785,1984,2022-11-24,2024-06-15,2020-10-22,1,0,1,0,65.0,189.5
RD-NEW-0140,Cross Bronx Expressway,Local Street,New York,United States,Brooklyn,2.3,1,30,791,0,0,1,0,0,1,0,0.0,USD,0,0.0,Good,Sodium Vapor,Actuated,State/Provincial,40.655861,-73.972558,40.673482,-73.948916,1234,173,1955,2024-01-24,2024-10-01,2021-11-06,0,0,1,0,56.7,30.2
RD-NEW-0141,FDR Drive,Collector Road,New York,United States,Chelsea,4.6,4,60,4753,0,0,1,1,0,1,0,0.0,USD,0,0.0,Excellent,None,Actuated,National,40.674099,-73.928897,40.672127,-73.915641,5898,807,1953,2023-06-19,2024-09-26,2023-04-06,0,0,0,0,58.8,129.9
RD-NEW-0142,Midtown Boulevard,Local Street,New York,United States,Midtown,2.2,1,50,512,0,0,1,0,1,1,0,0.0,USD,0,0.0,Good,Halogen,Adaptive SCOOT,Federal,40.694206,-74.08271,40.72254,-74.052759,342,49,1992,2023-12-21,2024-11-19,2023-05-07,0,0,0,0,67.6,22.1
RD-NEW-0143,Cross Bronx Expressway,Local Street,New York,United States,Queens,2.9,1,20,504,0,0,1,0,1,1,0,0.0,USD,0,0.0,Excellent,Solar LED,None,National,40.637902,-73.989185,40.636406,-73.987867,618,82,1993,2023-04-12,2024-07-16,2023-09-01,0,1,0,7,61.9,33.4
RD-NEW-0144,Broadway,Highway/Expressway,New York,United States,Brooklyn,22.8,4,100,8127,0,0,1,0,1,1,1,2.0,USD,0,0.0,Fair,Solar LED,Fixed Timer,Federal,40.698933,-74.039684,40.704587,-74.040355,13116,1434,1999,2023-08-07,2025-01-10,2020-06-01,1,0,1,0,81.3,333.5
RD-NEW-0145,353th Avenue,Local Street,New York,United States,Bronx,2.6,1,40,813,0,1,1,0,0,1,0,0.0,USD,0,0.0,Excellent,Solar LED,None,National,40.727774,-73.950291,40.73573,-73.964743,722,107,1953,2021-10-14,2024-08-20,2021-08-01,1,1,0,4,58.8,33.0
RD-NEW-0146,West Side Highway,Highway/Expressway,New York,United States,Staten Island,44.0,4,120,8141,0,0,1,1,0,1,0,0.0,USD,0,0.0,Excellent,LED,None,National,40.695704,-74.00011,40.671025,-73.990513,9830,1316,1991,2023-06-11,2024-07-25,2022-05-22,1,1,1,2,75.3,188.5
RD-NEW-0147,West Side Highway,Local Street,New York,United States,Midtown,0.4,1,20,668,0,1,1,0,0,1,0,0.0,USD,0,0.0,Good,Solar LED,Fixed Timer,Federal,40.686311,-73.97843,40.699879,-73.976244,394,37,1987,2022-04-27,2024-04-21,2020-09-15,0,1,0,3,58.3,38.4
RD-NEW-0148,Chelsea Boulevard,Boulevard,New York,United States,Chelsea,5.7,6,50,8920,1,1,1,0,1,0,0,0.0,USD,0,0.0,Excellent,None,Semi-Actuated,National,40.69213,-73.995842,40.711129,-73.995955,5876,832,1953,2023-12-18,2024-06-21,2020-09-27,0,0,0,0,57.0,391.9
RD-NEW-0149,Cross Bronx Expressway,Highway/Expressway,New York,United States,SoHo,46.1,8,120,15831,0,0,0,0,1,0,1,3.0,USD,0,0.0,Poor,LED,Actuated,Private,40.668021,-74.016579,40.650488,-74.027063,14813,1235,1989,2023-03-21,2024-11-21,2022-08-17,1,1,1,0,76.5,365.8
RD-NEW-0150,Broadway,Arterial Road,New York,United States,Tribeca,4.7,4,50,6333,0,0,1,1,0,0,0,0.0,USD,0,0.0,Good,Halogen,None,Municipal,40.699691,-73.955382,40.683361,-73.963087,10336,1337,1979,2022-07-17,2024-05-11,2023-12-21,0,1,0,8,64.9,309.6
RD-NEW-0151,FDR Drive,Toll Road,New York,United States,Harlem,55.4,6,120,12612,0,0,1,1,0,1,1,5.0,USD,0,0.0,Good,Sodium Vapor,None,Federal,40.634007,-74.012667,40.655852,-74.00352,29773,2957,1976,2023-07-13,2024-11-04,2020-03-07,1,1,1,5,76.7,452.4
RD-NEW-0152,447th Avenue,Toll Road,New York,United States,Queens,25.9,6,100,12707,0,0,1,0,0,0,1,20.0,USD,0,0.0,Poor,LED,None,Federal,40.714123,-74.011978,40.693882,-73.990324,6748,799,1961,2023-12-08,2025-01-09,2020-05-13,1,1,1,3,59.8,254.6
RD-NEW-0153,777th Avenue,Collector Road,New York,United States,Manhattan,1.1,2,40,2433,0,1,1,0,0,1,0,0.0,USD,0,0.0,Good,None,Adaptive SCOOT,Municipal,40.687662,-73.966192,40.702833,-73.966308,3363,360,2018,2022-12-29,2024-06-22,2021-09-19,0,0,1,0,65.3,8.5
RD-NEW-0154,488th Street,Highway/Expressway,New York,United States,Manhattan,42.9,6,140,12023,1,0,1,0,0,1,1,1.0,USD,0,0.0,Under Repair,Solar LED,Semi-Actuated,National,40.696577,-74.028967,40.673091,-74.014454,16378,2093,1965,2023-05-04,2024-07-25,2021-01-01,1,1,1,2,66.4,96.2
RD-NEW-0155,935th Avenue,Ring Road,New York,United States,Staten Island,76.6,8,120,15937,0,0,1,1,0,1,0,0.0,USD,0,0.0,Fair,Halogen,None,Federal,40.728806,-74.038222,40.707999,-74.05895,11572,1265,1950,2023-12-21,2024-09-09,2021-07-01,1,0,1,0,57.5,136.1
RD-NEW-0156,FDR Drive,Collector Road,New York,United States,Staten Island,3.8,4,40,4915,0,1,0,1,1,1,0,0.0,USD,0,0.0,Excellent,Halogen,None,Private,40.737574,-73.965368,40.736496,-73.948879,4756,445,2008,2023-07-28,2025-03-28,2020-10-21,0,1,0,8,60.6,10.4
RD-NEW-0157,Cross Bronx Expressway,Toll Road,New York,United States,Staten Island,27.2,4,120,8568,0,0,1,0,0,1,1,25.0,USD,0,0.0,Fair,LED,None,Federal,40.723773,-73.988245,40.716764,-74.00768,15389,1706,1985,2023-10-18,2025-01-25,2023-09-01,1,0,1,0,80.9,313.5
RD-NEW-0158,Broadway,Local Street,New York,United States,Chelsea,1.0,2,20,1306,0,0,0,0,1,1,0,0.0,USD,0,0.0,Good,Halogen,Actuated,State/Provincial,40.747696,-74.045797,40.754536,-74.03277,1021,140,2006,2022-07-21,2024-11-20,2023-08-15,0,0,0,0,62.8,37.0
RD-NEW-0159,West Side Highway,Arterial Road,New York,United States,Bronx,5.2,4,60,6441,1,0,0,1,0,0,0,0.0,USD,0,0.0,Fair,Solar LED,Adaptive SCOOT,State/Provincial,40.749857,-73.987192,40.763572,-74.01141,6178,846,2020,2022-11-04,2024-09-02,2021-03-20,0,0,0,0,72.1,298.0
RD-NEW-0160,Cross Bronx Expressway,Highway/Expressway,New York,United States,Bronx,41.4,8,120,16062,0,0,0,1,0,1,0,0.0,USD,0,0.0,Good,Halogen,Adaptive SCOOT,Private,40.72737,-74.073605,40.705046,-74.073516,10695,1117,2011,2022-08-26,2025-03-07,2020-06-13,1,1,1,2,64.5,36.0
RD-NEW-0161,West Side Highway,Collector Road,New York,United States,Bronx,3.8,2,40,2539,0,0,1,0,0,1,0,0.0,USD,0,0.0,Good,Halogen,Semi-Actuated,National,40.710457,-74.073439,40.693206,-74.067225,1754,147,2006,2023-11-26,2024-07-29,2022-11-21,0,1,1,6,65.5,22.6
RD-NEW-0162,West Side Highway,Local Street,New York,United States,Staten Island,2.6,1,50,667,0,1,1,0,0,1,0,0.0,USD,0,0.0,Excellent,None,Adaptive SCOOT,Federal,40.67602,-73.999059,40.669424,-73.98883,1127,164,1964,2022-02-28,2025-01-27,2022-01-17,0,0,1,0,78.2,31.6
RD-NEW-0163,442th Avenue,Collector Road,New York,United States,Staten Island,3.8,4,40,5000,0,0,1,1,0,1,0,0.0,USD,0,0.0,Excellent,Halogen,Semi-Actuated,Private,40.645016,-74.063705,40.617938,-74.074542,5277,556,1950,2023-01-05,2024-12-10,2023-12-03,1,1,0,1,66.5,449.9
